large_zone,region,tokyo_chiyoda_chuo_minato,tokyo_meguro_shinagawa_ota,tokyo_toshima_bunkyo_shinjuku_shibuya,tokyo_arakawa_taito_sumida_koto,tokyo_nakano_suginami_setagaya,tokyo_nerima_itabashi_kita,tokyo_adachi_katsushika_edogawa,chofu_nishitokyo_fuchu_musashino_etc,machida_tama_hachioji_inagi_etc,mizuho_fussa_hamura_akiruno_etc,yokohama_nishi_naka,yokohama_isogo_minami_kanazawa_konan,yokohama_hodogaya_totsuka_sakae_izumi_etc,yokohama_kohoku_tsuzuki_midori_aoba,yokohama_tsurumi_kanagawa,kawasaki_kawasaki_saiwai_nakahara,kawasaki_takatsu_miyamae_tama_asao,sagamihara_city,yokosuka_miura,kamakura_zushi_hayama,fujisawa_chigasaki_samukawa,hiratsuka_oiso_ninomiya,odawara_manazuru_yugawara_hakone,minami_ashigara_nakai_oi_matsuda_etc,atsugi_hadano_kiyokawa_isehara_etc,zama_yamato_ebina_ayase,saitama_city,kawaguchi_warabi_toda,asaka_wako_niiza_tokorozawa_etc,soka_kasukabe_misato_koshigaya_etc,hanno_hidaka_moroyama_ogose_etc,tsurugashima_sakado_kawajima_higashimatsuyama_etc,ageo_konosu_okegawa_kitamoto_etc,kuki_kazo_hanyu_gyoda_etc,kumagaya_fukaya_ogawa_yorii_etc,honjo_kamikawa_kamisato,chichibu_yokoze_minano_nagatoro_etc,chiba_city,ichikawa_urayasu_narashino_funabashi,matsudo_kamagaya_kashiwa_abiko,nagareyama_noda,yachiyo_sakura_narita_shiroi_etc,ichihara_city,kisarazu_sodegaura_kimitsu_futtsu,katsuura_otaki_tateyama_kamogawa_etc,choshi_asahi_sosa_katori_etc,togane_mobara_sanmu_oamishirasato_etc,tsuchiura_ishioka_omitama_kasumigaura_etc,koga_shimotsuma_yachiyo_goka_etc,tsukuba_city,joso_bando,ryugasaki_toride_ushiku_moriya_etc,inashiki_miho_kawachi,kashima_kamisu_namegata_itako,mito_hitachi_kasama_hitachinaka_etc,yuki_chikusei_sakuragawa,maebashi_takasaki_isesaki_shibukawa_etc,kiryu_ota_tatebayashi_midori_etc,utsunomiya_kanuma_moka_kaminokawa_etc,tochigi_oyama_shimotsuke_nogi_etc,ashikaga_sano,tokyo_islands,ibaraki_north,tochigi_north,gunma_north,gunma_other_ueno_kanna_nanmoku,hokkaido_tohoku,hokuriku,yamanashi_nagano,shizuoka,chubu_west,overseas,unknown,all_regions
67,hokuriku,353,97,56,229,10,119,93,125,79,64,63,104,22,45,44,31,30,94,10,10,63,60,30,17,100,79,86,84,161,143,20,45,89,188,93,59,9,59,64,39,20,112,20,48,21,28,65,24,57,16,32,12,25,47,119,27,334,125,93,86,61,0,0,0,0,0,0,0,0,0,0,0,0,4535
68,yamanashi_nagano,62,148,32,69,6,68,60,209,152,47,20,65,90,48,111,46,30,163,0,3,42,48,39,38,55,106,127,63,160,40,28,73,40,77,81,21,69,48,36,21,26,82,6,14,34,19,42,28,21,22,19,23,0,3,43,23,228,112,33,112,19,0,0,0,0,0,0,0,0,0,0,0,0,3553
69,shizuoka,25,165,48,66,27,157,108,121,100,45,272,253,52,70,213,256,16,62,0,8,174,72,106,70,239,158,91,183,153,209,41,47,65,73,73,25,30,66,104,84,103,76,12,24,5,42,207,33,38,18,35,20,6,25,52,42,220,142,95,120,50,0,0,0,0,0,0,0,0,0,0,0,0,5493
70,chubu_west,1317,2061,399,951,187,870,728,695,594,279,290,1367,210,364,388,629,181,487,29,23,486,367,201,145,887,595,626,463,933,1066,58,279,549,769,387,100,62,250,806,307,323,606,279,529,61,138,255,536,285,235,227,162,83,304,473,120,1230,631,557,492,407,0,0,0,0,0,0,0,0,0,0,0,0,29321
71,overseas,231,649,11,300,75,65,75,45,78,51,191,161,17,32,455,39,25,111,15,25,91,19,12,40,81,35,92,136,187,144,19,26,64,178,132,31,98,35,370,108,24,84,39,172,0,18,57,22,75,14,16,25,21,83,69,12,190,109,41,122,63,0,0,0,0,0,0,0,0,0,0,0,0,5804
999,unknown,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
○agricultural_marine_products_temperature_controlled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(unit: vehicles/day)
large_zone,region,tokyo_chiyoda_chuo_minato,tokyo_meguro_shinagawa_ota,tokyo_toshima_bunkyo_shinjuku_shibuya,tokyo_arakawa_taito_sumida_koto,tokyo_nakano_suginami_setagaya,tokyo_nerima_itabashi_kita,tokyo_adachi_katsushika_edogawa,chofu_nishitokyo_fuchu_musashino_etc,machida_tama_hachioji_inagi_etc,mizuho_fussa_hamura_akiruno_etc,yokohama_nishi_naka,yokohama_isogo_minami_kanazawa_konan,yokohama_hodogaya_totsuka_sakae_izumi_etc,yokohama_kohoku_tsuzuki_midori_aoba,yokohama_tsurumi_kanagawa,kawasaki_kawasaki_saiwai_nakahara,kawasaki_takatsu_miyamae_tama_asao,sagamihara_city,yokosuka_miura,kamakura_zushi_hayama,fujisawa_chigasaki_samukawa,hiratsuka_oiso_ninomiya,odawara_manazuru_yugawara_hakone,minami_ashigara_nakai_oi_matsuda_etc,atsugi_hadano_kiyokawa_isehara_etc,zama_yamato_ebina_ayase,saitama_city,kawaguchi_warabi_toda,asaka_wako_niiza_tokorozawa_etc,soka_kasukabe_misato_koshigaya_etc,hanno_hidaka_moroyama_ogose_etc,tsurugashima_sakado_kawajima_higashimatsuyama_etc,ageo_konosu_okegawa_kitamoto_etc,kuki_kazo_hanyu_gyoda_etc,kumagaya_fukaya_ogawa_yorii_etc,honjo_kamikawa_kamisato,chichibu_yokoze_minano_nagatoro_etc,chiba_city,ichikawa_urayasu_narashino_funabashi,matsudo_kamagaya_kashiwa_abiko,nagareyama_noda,yachiyo_sakura_narita_shiroi_etc,ichihara_city,kisarazu_sodegaura_kimitsu_futtsu,katsuura_otaki_tateyama_kamogawa_etc,choshi_asahi_sosa_katori_etc,togane_mobara_sanmu_oamishirasato_etc,tsuchiura_ishioka_omitama_kasumigaura_etc,koga_shimotsuma_yachiyo_goka_etc,tsukuba_city,joso_bando,ryugasaki_toride_ushiku_moriya_etc,inashiki_miho_kawachi,kashima_kamisu_namegata_itako,mito_hitachi_kasama_hitachinaka_etc,yuki_chikusei_sakuragawa,maebashi_takasaki_isesaki_shibukawa_etc,kiryu_ota_tatebayashi_midori_etc,utsunomiya_kanuma_moka_kaminokawa_etc,tochigi_oyama_shimotsuke_nogi_etc,ashikaga_sano,tokyo_islands,ibaraki_north,tochigi_north,gunma_north,gunma_other_ueno_kanna_nanmoku,hokkaido_tohoku,hokuriku,yamanashi_nagano,shizuoka,chubu_west,overseas,unknown,all_regions
0,tokyo_chiyoda_chuo_minato,33,57,13,22,12,17,28,0,0,0,6,18,3,21,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244
1,tokyo_meguro_shinagawa_ota,157,212,16,59,54,5,23,27,56,0,5,10,20,22,21,79,36,5,5,0,5,5,0,0,45,7,13,5,10,20,2,0,26,3,2,4,0,28,27,11,2,75,2,5,0,0,2,38,2,0,0,0,0,18,0,0,12,0,4,4,2,0,0,2,0,0,58,10,8,8,69,0,724,2075
2,tokyo_toshima_bunkyo_shinjuku_shibuya,36,0,140,0,104,248,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,71,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,36,0,36,0,0,71,0,0,0,36,0,284,0,71,36,71,0,83,1498
3,tokyo_arakawa_taito_sumida_koto,216,30,197,233,50,100,91,106,38,8,11,19,27,23,0,0,0,11,8,4,19,6,4,0,15,34,61,66,87,62,15,15,19,34,15,8,4,23,49,38,27,42,11,4,0,11,8,15,8,11,0,27,0,8,31,8,23,8,8,0,8,0,4,0,0,0,10,0,0,12,27,0,85,2143
4,tokyo_nakano_suginami_setagaya,74,66,98,13,232,17,22,104,46,0,42,0,2,151,0,2,17,9,11,0,0,0,0,0,0,0,9,2,11,9,0,0,0,0,6,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955
5,tokyo_nerima_itabashi_kita,177,6,213,39,39,235,16,71,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,2,2,0,0,0,2,2,0,2,12,3,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,3,0,3,0,2,0,0,2,0,0,0,0,0,2,4,0,6,907
6,tokyo_adachi_katsushika_edogawa,8,3,6,33,0,79,127,41,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,37,82,0,0,0,2,0,0,0,8,20,8,0,0,1,0,1,4,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14,0,3,0,10,0,0,512
7,chofu_nishitokyo_fuchu_musashino_etc,33,25,36,25,4,50,23,221,142,39,0,6,0,0,9,13,0,25,0,0,5,0,5,0,23,15,13,104,136,31,23,9,4,10,15,0,0,4,25,28,10,0,5,0,0,14,10,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,4,4,4,17,0,391,1578
8,machida_tama_hachioji_inagi_etc,0,9,0,4,13,0,0,13,42,0,9,13,13,28,9,13,18,9,4,4,9,4,4,13,9,22,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,4,295
9,mizuho_fussa_hamura_akiruno_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,yokohama_nishi_naka,0,2,0,0,0,0,0,2,0,0,7,18,21,75,9,10,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,10,2,2,0,0,0,0,4,0,0,0,0,0,2,6,0,36,233
11,yokohama_isogo_minami_kanazawa_konan,0,3,0,0,0,0,0,0,0,0,22,53,28,0,18,15,0,0,3,15,0,0,0,0,9,0,0,3,9,0,0,0,0,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,2,8,0,384,610
12,yokohama_hodogaya_totsuka_sakae_izumi_etc,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
13,yokohama_kohoku_tsuzuki_midori_aoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,yokohama_tsurumi_kanagawa,3,11,0,2,0,0,3,23,6,0,106,9,2,34,5,17,0,0,0,0,6,0,0,0,13,5,7,7,5,9,3,3,3,4,2,3,0,3,4,0,15,2,0,0,0,0,0,2,7,0,0,2,0,8,0,0,7,31,4,0,11,0,0,0,0,0,24,4,9,7,62,0,61,558
15,kawasaki_kawasaki_saiwai_nakahara,0,99,32,65,50,40,12,14,3,0,25,77,12,87,19,80,17,7,0,0,0,0,0,0,3,0,0,0,27,28,0,0,24,0,0,0,0,4,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,72,24,3,3,0,0,154,1041
16,kawasaki_takatsu_miyamae_tama_asao,4,0,4,0,4,0,0,0,4,0,0,4,4,8,4,4,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,104,177
17,sagamihara_city,0,4,0,0,0,0,0,3,118,0,0,0,7,27,5,10,6,77,0,0,9,6,0,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311
18,yokosuka_miura,13,7,0,0,0,0,0,0,0,0,0,16,4,4,2,4,0,0,16,16,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,14,0,7,122
19,kamakura_zushi_hayama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,fujisawa_chigasaki_samukawa,13,0,0,4,0,0,0,0,0,0,0,0,19,0,0,4,0,0,0,0,48,0,19,0,13,10,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,147
21,hiratsuka_oiso_ninomiya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
22,odawara_manazuru_yugawara_hakone,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,19,8,0,104,180
23,minami_ashigara_nakai_oi_matsuda_etc,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,17,17,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,94
24,atsugi_hadano_kiyokawa_isehara_etc,4,1,0,0,2,1,0,11,9,0,3,40,31,25,9,5,1,30,13,7,69,58,51,15,97,34,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,9,0,15,568
25,zama_yamato_ebina_ayase,3,6,0,7,0,3,13,23,6,0,0,0,0,0,0,4,0,3,6,3,6,3,7,3,9,39,7,3,6,0,0,0,0,3,0,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,10,0,48,252
26,saitama_city,0,0,7,7,0,49,0,20,0,7,0,0,7,0,7,13,0,0,0,0,0,0,0,0,0,0,685,165,502,329,13,162,34,753,18,0,0,0,18,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,27,0,0,0,0,7,0,0,0,0,0,0,0,0,149,2994
27,kawaguchi_warabi_toda,0,18,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
28,asaka_wako_niiza_tokorozawa_etc,5,0,11,0,11,22,0,6,0,11,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,37,0,67,5,11,0,0,5,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,19,5,11,0,0,0,0,0,0,0,0,4,9,20,22,0,388,696
29,soka_kasukabe_misato_koshigaya_etc,11,22,55,32,0,9,49,15,0,0,6,6,0,19,27,33,0,0,6,0,0,0,0,0,0,6,75,23,6,134,0,9,0,20,0,6,0,6,51,45,0,26,5,9,0,0,0,21,9,10,0,0,0,0,25,0,0,0,16,0,0,0,0,0,0,0,10,6,6,0,6,0,2,819
30,hanno_hidaka_moroyama_ogose_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,8,0,8,15,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,102
31,tsurugashima_sakado_kawajima_higashimatsuyama_etc,0,3,0,0,0,0,0,10,3,0,0,3,0,7,0,14,0,0,0,0,0,0,0,3,10,0,3,69,30,14,8,26,16,26,8,4,0,3,10,11,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,340
32,ageo_konosu_okegawa_kitamoto_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,7,0,17,3,0,0,3,0,0,91
33,kuki_kazo_hanyu_gyoda_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,70,35,0,108,0,1049,1405
34,kumagaya_fukaya_ogawa_yorii_etc,0,3,8,0,3,0,4,31,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,12,3,18,0,4,31,8,34,76,33,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,4,21,4,7,0,12,0,0,0,0,0,3,4,3,0,4,0,62,436
35,honjo_kamikawa_kamisato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,chichibu_yokoze_minano_nagatoro_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,chiba_city,0,10,4,10,0,0,14,3,10,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,10,10,13,17,0,0,3,0,0,4,0,95,50,17,27,28,30,10,5,3,7,5,0,0,0,2,0,3,3,0,24,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,468
38,ichikawa_urayasu_narashino_funabashi,22,34,33,26,18,43,86,52,18,0,7,31,15,7,15,0,0,11,11,7,7,7,11,0,7,11,21,18,25,24,0,0,15,0,4,0,0,35,29,28,13,56,0,11,0,0,7,0,0,0,0,0,0,0,4,0,11,8,4,0,0,0,0,0,0,0,28,7,19,8,0,0,45,902
39,matsudo_kamagaya_kashiwa_abiko,0,0,0,10,0,0,10,4,0,0,57,0,0,0,4,0,4,0,4,0,0,0,0,0,0,4,11,7,4,7,0,0,0,0,4,0,0,24,4,106,7,7,0,0,0,0,0,7,0,0,110,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,4,7,4,4,28,0,7,454
40,nagareyama_noda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12,0,12,0,0,0,12,7,0,0,0,0,12,0,0,0,12,7,23,3,0,0,0,25,25,12,12,0,28,12,0,28,25,37,0,12,0,0,0,0,0,0,0,0,74,12,0,12,49,0,0,489
41,yachiyo_sakura_narita_shiroi_etc,21,0,10,31,0,10,0,10,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,10,0,0,0,10,0,0,0,0,21,10,10,10,31,0,10,0,15,0,0,0,0,10,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,72,368
42,ichihara_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7
43,kisarazu_sodegaura_kimitsu_futtsu,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22
44,katsuura_otaki_tateyama_kamogawa_etc,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,8,133
45,choshi_asahi_sosa_katori_etc,41,19,5,0,15,9,10,0,7,0,5,0,0,0,8,0,5,0,4,0,0,0,0,0,10,0,8,5,0,0,0,0,0,0,0,0,0,28,10,5,0,23,0,0,4,55,7,5,0,0,0,0,0,24,0,0,0,0,4,0,0,0,0,0,0,0,4,16,0,4,26,51,14,425
46,togane_mobara_sanmu_oamishirasato_etc,0,0,5,0,0,0,0,50,0,5,0,0,0,14,5,0,18,0,0,0,0,0,0,0,0,0,3,5,6,6,0,0,0,0,0,0,0,9,3,0,0,68,5,5,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,312
47,tsuchiura_ishioka_omitama_kasumigaura_etc,0,11,0,11,0,43,21,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,21,11,32,0,0,11,11,0,0,0,11,0,32,0,32,0,0,0,0,0,139,11,21,11,11,11,0,75,0,0,0,25,24,0,0,0,0,0,0,0,0,0,3,0,0,3,599
48,koga_shimotsuma_yachiyo_goka_etc,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,11,9,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,11,0,0,43,0,0,0,164
49,tsukuba_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,3,0,6,0,0,3,0,0,3,0,36,11,31,11,11,0,0,3,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,184
50,joso_bando,22,34,21,6,9,9,24,9,0,0,3,22,0,0,16,6,9,0,0,0,0,0,0,0,3,0,0,12,6,3,0,0,9,3,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,6,34,13,0,0,18,0,0,0,2,0,0,0,0,3,0,0,65,9,28,0,37,0,15,487
51,ryugasaki_toride_ushiku_moriya_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,inashiki_miho_kawachi,11,11,43,0,0,0,0,21,11,0,0,0,11,0,11,0,0,11,11,0,0,0,0,0,0,0,11,11,6,0,0,0,0,0,0,0,0,11,11,43,0,46,21,0,0,0,0,14,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,345
53,kashima_kamisu_namegata_itako,11,11,11,0,0,11,0,21,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,3,3,0,4,0,0,0,21,0,0,0,0,0,11,0,3,0,0,12,0,0,105,14,0,45,115,0,4,4,0,0,0,0,0,36,4,12,15,36,0,78,644
54,mito_hitachi_kasama_hitachinaka_etc,18,16,0,3,0,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,4,9,0,11,0,0,0,0,0,40,23,15,9,6,0,14,217,0,13,6,41,15,6,0,45,15,0,0,63,34,14,50,13,0,258,976
55,yuki_chikusei_sakuragawa,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,12,0,3,0,0,25,45,0,0,0,12,0,0,0,0,0,0,0,0,0,0,37,0,36,279
56,maebashi_takasaki_isesaki_shibukawa_etc,4,7,0,0,4,4,4,0,0,0,4,8,0,3,0,8,0,0,0,0,1,0,0,0,1,18,11,9,12,4,0,0,14,17,32,17,0,1,6,3,0,4,0,0,0,0,0,7,3,0,1,0,0,0,4,0,299,106,0,3,15,0,0,4,14,7,10,3,18,4,26,0,82,793
57,kiryu_ota_tatebayashi_midori_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,69
58,utsunomiya_kanuma_moka_kaminokawa_etc,0,3,0,0,0,3,16,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,3,3,3,0,4,0,0,0,3,0,0,2,0,0,0,0,0,0,30,6,3,1356,68,18,0,0,277,0,0,63,14,6,3,52,0,162,2122
59,tochigi_oyama_shimotsuke_nogi_etc,15,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,4,0,0,0,0,21,0,0,15,0,0,0,0,21,0,0,3,51,0,0,0,0,0,0,15,0,0,0,0,0,4,213
60,ashikaga_sano,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,106,16,19,10,19,0,248,522
61,tokyo_islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
