large_zone,region,tokyo_chiyoda_chuo_minato,tokyo_meguro_shinagawa_ota,tokyo_toshima_bunkyo_shinjuku_shibuya,tokyo_arakawa_taito_sumida_koto,tokyo_nakano_suginami_setagaya,tokyo_nerima_itabashi_kita,tokyo_adachi_katsushika_edogawa,chofu_nishitokyo_fuchu_musashino_etc,machida_tama_hachioji_inagi_etc,mizuho_fussa_hamura_akiruno_etc,yokohama_nishi_naka,yokohama_isogo_minami_kanazawa_konan,yokohama_hodogaya_totsuka_sakae_izumi_etc,yokohama_kohoku_tsuzuki_midori_aoba,yokohama_tsurumi_kanagawa,kawasaki_kawasaki_saiwai_nakahara,kawasaki_takatsu_miyamae_tama_asao,sagamihara_city,yokosuka_miura,kamakura_zushi_hayama,fujisawa_chigasaki_samukawa,hiratsuka_oiso_ninomiya,odawara_manazuru_yugawara_hakone,minami_ashigara_nakai_oi_matsuda_etc,atsugi_hadano_kiyokawa_isehara_etc,zama_yamato_ebina_ayase,saitama_city,kawaguchi_warabi_toda,asaka_wako_niiza_tokorozawa_etc,soka_kasukabe_misato_koshigaya_etc,hanno_hidaka_moroyama_ogose_etc,tsurugashima_sakado_kawajima_higashimatsuyama_etc,ageo_konosu_okegawa_kitamoto_etc,kuki_kazo_hanyu_gyoda_etc,kumagaya_fukaya_ogawa_yorii_etc,honjo_kamikawa_kamisato,chichibu_yokoze_minano_nagatoro_etc,chiba_city,ichikawa_urayasu_narashino_funabashi,matsudo_kamagaya_kashiwa_abiko,nagareyama_noda,yachiyo_sakura_narita_shiroi_etc,ichihara_city,kisarazu_sodegaura_kimitsu_futtsu,katsuura_otaki_tateyama_kamogawa_etc,choshi_asahi_sosa_katori_etc,togane_mobara_sanmu_oamishirasato_etc,tsuchiura_ishioka_omitama_kasumigaura_etc,koga_shimotsuma_yachiyo_goka_etc,tsukuba_city,joso_bando,ryugasaki_toride_ushiku_moriya_etc,inashiki_miho_kawachi,kashima_kamisu_namegata_itako,mito_hitachi_kasama_hitachinaka_etc,yuki_chikusei_sakuragawa,maebashi_takasaki_isesaki_shibukawa_etc,kiryu_ota_tatebayashi_midori_etc,utsunomiya_kanuma_moka_kaminokawa_etc,tochigi_oyama_shimotsuke_nogi_etc,ashikaga_sano,tokyo_islands,ibaraki_north,tochigi_north,gunma_north,gunma_other_ueno_kanna_nanmoku,hokkaido_tohoku,hokuriku,yamanashi_nagano,shizuoka,chubu_west,overseas,unknown,all_regions
66,hokkaido_tohoku,84,2892,26,1979,1047,5847,917,656,360,95,472,10512,688,161,160,807,145,160,60,0,1091,58,32,309,479,725,275,913,1307,1474,293,318,1114,1482,3136,6,1369,442,1638,648,73,644,258,239,99,366,718,268,2083,496,718,263,274,3506,1019,359,2725,928,747,875,1055,0,0,0,0,0,0,0,0,0,0,0,0,61893
67,hokuriku,245,290,102,323,0,697,209,208,132,48,291,178,27,141,152,52,7,171,11,1,91,73,22,51,321,109,139,465,512,1063,220,63,223,915,295,33,46,140,63,74,26,134,217,33,2,303,79,30,441,83,131,47,161,376,534,131,1269,140,184,438,47,0,0,0,0,0,0,0,0,0,0,0,0,13010
68,yamanashi_nagano,4,376,6,98,18,4,7,721,144,23,61,103,656,36,67,261,4,410,0,0,74,22,147,353,89,444,219,79,213,379,121,218,167,283,259,21,610,100,12,1,9,260,15,1,2,92,181,6,65,24,28,49,0,37,11,39,1432,544,25,179,16,0,0,0,0,0,0,0,0,0,0,0,0,9823
69,shizuoka,1,974,4,291,21,158,562,185,49,28,2393,1085,75,37,369,2549,4,184,0,16,654,285,227,482,725,587,429,1670,415,809,336,179,358,353,161,64,204,423,330,239,439,207,1,34,48,229,1084,53,144,5,76,118,11,145,63,99,1010,657,338,896,139,0,0,0,0,0,0,0,0,0,0,0,0,23702
70,chubu_west,308,13687,198,4951,22,681,753,1228,320,592,1688,33413,472,519,3164,3848,129,2413,95,5,1590,300,199,679,3072,1208,867,1485,2440,2103,152,595,2452,3443,910,202,135,723,4901,1155,598,1598,4500,3157,11,202,337,1377,2272,385,253,345,305,4381,645,407,4289,1777,1202,1584,2128,0,0,0,0,0,0,0,0,0,0,0,0,128853
71,overseas,354,8265,3,1436,8,169,795,207,88,264,4105,401,10,0,5449,1378,1,382,1,423,619,4,17,146,712,220,44,814,424,1245,260,40,298,1356,2642,90,1486,330,36329,309,29,862,6024,1770,0,245,393,84,1018,118,223,83,803,339349,693,144,1233,283,214,446,675,0,0,0,0,0,0,0,0,0,0,0,0,425813
999,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
○agricultural_marine_products_temperature_controlled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(unit: ton/day)
large_zone,region,tokyo_chiyoda_chuo_minato,tokyo_meguro_shinagawa_ota,tokyo_toshima_bunkyo_shinjuku_shibuya,tokyo_arakawa_taito_sumida_koto,tokyo_nakano_suginami_setagaya,tokyo_nerima_itabashi_kita,tokyo_adachi_katsushika_edogawa,chofu_nishitokyo_fuchu_musashino_etc,machida_tama_hachioji_inagi_etc,mizuho_fussa_hamura_akiruno_etc,yokohama_nishi_naka,yokohama_isogo_minami_kanazawa_konan,yokohama_hodogaya_totsuka_sakae_izumi_etc,yokohama_kohoku_tsuzuki_midori_aoba,yokohama_tsurumi_kanagawa,kawasaki_kawasaki_saiwai_nakahara,kawasaki_takatsu_miyamae_tama_asao,sagamihara_city,yokosuka_miura,kamakura_zushi_hayama,fujisawa_chigasaki_samukawa,hiratsuka_oiso_ninomiya,odawara_manazuru_yugawara_hakone,minami_ashigara_nakai_oi_matsuda_etc,atsugi_hadano_kiyokawa_isehara_etc,zama_yamato_ebina_ayase,saitama_city,kawaguchi_warabi_toda,asaka_wako_niiza_tokorozawa_etc,soka_kasukabe_misato_koshigaya_etc,hanno_hidaka_moroyama_ogose_etc,tsurugashima_sakado_kawajima_higashimatsuyama_etc,ageo_konosu_okegawa_kitamoto_etc,kuki_kazo_hanyu_gyoda_etc,kumagaya_fukaya_ogawa_yorii_etc,honjo_kamikawa_kamisato,chichibu_yokoze_minano_nagatoro_etc,chiba_city,ichikawa_urayasu_narashino_funabashi,matsudo_kamagaya_kashiwa_abiko,nagareyama_noda,yachiyo_sakura_narita_shiroi_etc,ichihara_city,kisarazu_sodegaura_kimitsu_futtsu,katsuura_otaki_tateyama_kamogawa_etc,choshi_asahi_sosa_katori_etc,togane_mobara_sanmu_oamishirasato_etc,tsuchiura_ishioka_omitama_kasumigaura_etc,koga_shimotsuma_yachiyo_goka_etc,tsukuba_city,joso_bando,ryugasaki_toride_ushiku_moriya_etc,inashiki_miho_kawachi,kashima_kamisu_namegata_itako,mito_hitachi_kasama_hitachinaka_etc,yuki_chikusei_sakuragawa,maebashi_takasaki_isesaki_shibukawa_etc,kiryu_ota_tatebayashi_midori_etc,utsunomiya_kanuma_moka_kaminokawa_etc,tochigi_oyama_shimotsuke_nogi_etc,ashikaga_sano,tokyo_islands,ibaraki_north,tochigi_north,gunma_north,gunma_other_ueno_kanna_nanmoku,hokkaido_tohoku,hokuriku,yamanashi_nagano,shizuoka,chubu_west,overseas,unknown,all_regions
0,tokyo_chiyoda_chuo_minato,0,159,8,20,16,20,45,0,0,0,8,24,4,28,4,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352
1,tokyo_meguro_shinagawa_ota,437,808,7,207,212,0,71,67,228,0,18,42,71,71,48,269,141,8,18,0,14,1,0,0,176,8,6,29,30,47,1,0,128,0,0,22,0,84,91,12,6,141,0,18,0,0,3,181,4,0,0,0,0,89,0,0,9,0,10,53,1,0,0,0,0,0,231,11,8,45,199,0,819,5202
2,tokyo_toshima_bunkyo_shinjuku_shibuya,107,0,116,0,2,751,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,142,213,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,142,0,178,0,0,284,0,0,0,107,0,1349,0,284,178,213,0,222,4747
3,tokyo_arakawa_taito_sumida_koto,135,7,24,182,108,43,389,63,9,2,1,1,2,2,0,0,0,6,2,1,3,3,2,0,3,12,10,10,42,220,1,2,1,2,2,1,1,4,14,20,6,5,0,0,0,0,0,5,1,2,0,6,0,3,19,2,4,2,15,0,2,0,1,0,0,0,11,0,0,6,5,0,23,1449
4,tokyo_nakano_suginami_setagaya,6,2,11,0,19,1,0,11,1,0,1,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333
5,tokyo_nerima_itabashi_kita,10,3,23,8,10,40,9,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,4,2,5,0,0,0,2,1,0,2,18,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,2,0,6,0,1,0,0,0,0,0,0,0,0,11,0,0,1,188
6,tokyo_adachi_katsushika_edogawa,6,0,2,19,0,147,190,72,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,72,164,0,0,0,0,0,0,0,6,24,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716
7,chofu_nishitokyo_fuchu_musashino_etc,18,25,9,24,0,65,26,148,165,35,0,6,0,0,56,9,0,12,0,0,1,0,12,0,20,15,38,267,82,11,30,2,1,1,6,0,0,1,24,40,1,0,1,0,0,90,4,13,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,2,2,0,57,0,123,1491
8,machida_tama_hachioji_inagi_etc,0,7,0,2,4,0,0,7,41,0,7,13,13,31,9,13,15,4,4,2,7,4,4,9,7,11,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,14,0,0,4,276
9,mizuho_fussa_hamura_akiruno_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,yokohama_nishi_naka,0,4,0,0,0,0,0,5,0,0,0,5,0,8,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,23,0,0,0,38,0,6,0,0,0,0,0,6,0,0,0,0,5,0,0,19,0,0,57,5,3,0,0,0,0,32,0,0,0,0,0,19,27,0,99,370
11,yokohama_isogo_minami_kanazawa_konan,0,6,0,0,0,0,0,0,0,0,5,33,8,0,2,37,0,0,0,2,0,0,0,0,18,0,0,3,34,0,0,0,0,0,21,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,6,0,19,24,0,786,1058
12,yokohama_hodogaya_totsuka_sakae_izumi_etc,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
13,yokohama_kohoku_tsuzuki_midori_aoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,yokohama_tsurumi_kanagawa,1,12,0,6,0,0,1,39,41,0,30,55,10,273,27,14,0,0,0,0,15,0,0,0,84,6,4,1,96,96,2,1,2,22,4,2,0,1,57,0,229,8,0,0,0,0,0,21,58,0,0,19,0,77,0,0,48,307,34,0,44,0,0,0,0,0,101,39,77,21,77,19,180,2261
15,kawasaki_kawasaki_saiwai_nakahara,0,329,42,262,66,90,17,55,4,0,33,154,17,116,65,104,23,6,0,0,0,0,0,0,3,0,0,0,80,43,0,0,21,0,0,0,0,2,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,4,0,0,0,0,0,0,243,51,3,3,0,0,424,2350
16,kawasaki_takatsu_miyamae_tama_asao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,sagamihara_city,0,10,0,0,0,0,0,8,361,0,0,0,24,121,25,50,16,161,0,0,45,30,0,0,30,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968
18,yokosuka_miura,7,5,0,0,0,0,0,0,0,0,0,15,1,4,0,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,9,0,2,73
19,kamakura_zushi_hayama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,fujisawa_chigasaki_samukawa,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63
21,hiratsuka_oiso_ninomiya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
22,odawara_manazuru_yugawara_hakone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,27,17,22,0,234,314
23,minami_ashigara_nakai_oi_matsuda_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,7,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,82
24,atsugi_hadano_kiyokawa_isehara_etc,0,2,0,0,1,0,0,7,18,0,2,43,32,5,2,4,1,31,6,10,46,26,25,5,77,111,0,0,3,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,13,595
25,zama_yamato_ebina_ayase,2,3,0,2,0,1,7,7,4,0,0,0,0,0,0,2,0,16,7,4,19,8,9,1,17,32,6,1,3,0,0,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,0,148,318
26,saitama_city,0,0,3,51,0,32,0,11,0,8,0,0,18,0,1,20,0,0,0,0,0,0,0,0,0,0,151,17,144,96,8,124,2,113,21,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,51,0,0,0,0,8,0,0,0,0,0,0,0,0,80,1000
27,kawaguchi_warabi_toda,0,9,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,91,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
28,asaka_wako_niiza_tokorozawa_etc,1,0,1,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,78,1,44,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,61,5,0,0,0,0,0,0,0,0,0,0,0,7,23,0,2,352
29,soka_kasukabe_misato_koshigaya_etc,6,126,5,1,0,2,35,21,0,0,3,14,0,20,1,41,0,0,0,0,0,0,0,0,0,28,140,35,8,189,0,5,0,13,0,4,0,114,39,65,0,14,1,3,0,0,0,28,2,13,0,0,0,0,10,0,0,0,14,0,0,0,0,0,0,0,2,6,3,0,26,0,9,1047
30,hanno_hidaka_moroyama_ogose_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,22,39,0,39,77,39,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,39,373
31,tsurugashima_sakado_kawajima_higashimatsuyama_etc,0,2,0,0,0,0,0,10,0,0,0,1,0,3,0,32,0,0,0,0,0,0,0,0,3,0,1,159,24,18,3,41,4,38,4,2,0,1,8,20,0,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,430
32,ageo_konosu_okegawa_kitamoto_etc,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,8,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,4,0,128,68,0,0,102,0,762,1227
33,kuki_kazo_hanyu_gyoda_etc,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2526,763,1010,0,27,0,22320,26690
34,kumagaya_fukaya_ogawa_yorii_etc,0,109,5,0,1,0,2,70,27,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,30,0,4,14,98,0,1,306,23,243,63,123,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,1,2,33,0,101,0,13,0,0,0,0,0,38,1,1,1,3,0,27,1384
35,honjo_kamikawa_kamisato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,chichibu_yokoze_minano_nagatoro_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,chiba_city,0,0,1,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,12,0,0,79,0,838,89,26,55,17,2,0,4,4,5,21,0,0,0,4,0,4,1,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507
38,ichikawa_urayasu_narashino_funabashi,4,41,9,26,7,24,73,7,2,0,2,28,2,1,3,0,0,3,2,1,1,1,2,0,1,2,31,4,6,63,0,0,49,0,1,0,0,12,5,24,16,20,0,32,0,0,1,0,0,0,0,0,0,0,1,0,5,2,1,0,0,0,0,0,0,0,10,3,5,3,0,0,60,599
39,matsudo_kamagaya_kashiwa_abiko,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,71,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,95
40,nagareyama_noda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,10
41,yachiyo_sakura_narita_shiroi_etc,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,87,185
42,ichihara_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,18,47
43,kisarazu_sodegaura_kimitsu_futtsu,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,186
44,katsuura_otaki_tateyama_kamogawa_etc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21
45,choshi_asahi_sosa_katori_etc,115,22,0,0,51,1,51,0,81,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,5,1,0,0,0,0,0,0,0,0,0,183,52,0,0,5,0,0,0,100,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,29,1266,31,2103
46,togane_mobara_sanmu_oamishirasato_etc,0,0,5,0,0,0,0,130,0,54,0,0,0,2,23,0,45,0,0,0,0,0,0,0,0,0,5,10,9,12,0,0,0,0,0,0,0,81,6,0,0,178,7,7,41,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,858
47,tsuchiura_ishioka_omitama_kasumigaura_etc,0,0,0,2,0,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,16,12,1,0,0,7,1,0,0,0,1,0,7,0,25,0,0,0,0,0,40,2,9,2,0,11,0,10,0,0,0,33,17,0,0,0,0,0,0,0,0,0,40,0,0,20,302
48,koga_shimotsuma_yachiyo_goka_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,43,0,0,0,0,11,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,21,0,0,43,0,0,0,654
49,tsukuba_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,11,0,40,0,0,7,0,0,7,0,97,4,53,0,0,0,0,15,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,329
50,joso_bando,68,122,47,28,18,55,53,55,0,0,8,30,0,0,60,6,37,0,0,0,0,0,0,0,11,0,0,43,12,6,0,0,46,3,0,0,0,20,0,54,0,0,0,0,0,0,0,0,0,1,28,0,0,0,55,0,0,0,1,0,0,0,0,3,0,0,165,18,110,0,92,0,98,1354
51,ryugasaki_toride_ushiku_moriya_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,inashiki_miho_kawachi,0,3,6,0,0,0,0,8,1,0,0,0,11,0,2,0,0,1,1,0,0,0,0,0,0,0,1,3,29,0,0,0,0,0,0,0,0,5,3,27,0,34,6,0,0,0,0,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,153
53,kashima_kamisu_namegata_itako,3,11,4,11,0,1,0,10,0,0,54,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,42,42,0,62,0,0,0,4,0,0,0,0,0,4,0,45,0,0,144,0,0,1114,47,0,662,2426,0,41,41,0,0,0,0,0,128,74,144,46,146,0,917,6236
54,mito_hitachi_kasama_hitachinaka_etc,22,23,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,1,9,0,2,0,0,0,0,0,34,49,15,6,6,0,16,151,0,20,6,76,15,6,0,21,15,0,0,87,35,0,165,47,0,81,930
55,yuki_chikusei_sakuragawa,4,12,0,0,0,1,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,21,0,4,0,0,9,28,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,3,161
56,maebashi_takasaki_isesaki_shibukawa_etc,0,9,0,0,0,0,0,0,0,0,5,1,0,1,0,14,0,0,0,0,0,0,0,0,0,194,2,2,12,3,0,0,25,74,35,18,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,562,37,0,4,20,0,0,0,5,0,4,82,26,0,5,0,111,1260
57,kiryu_ota_tatebayashi_midori_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,117
58,utsunomiya_kanuma_moka_kaminokawa_etc,0,0,0,0,0,1,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,5,0,0,1,0,0,0,0,0,0,47,0,0,0,0,0,0,30,0,4,709,5,1,0,0,172,0,0,31,0,0,7,215,0,72,1429
59,tochigi_oyama_shimotsuke_nogi_etc,8,61,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,6,0,0,0,0,124,0,0,30,0,0,0,0,41,0,0,29,312,0,0,0,0,0,0,61,0,0,0,0,0,0,799
