large_zone,region,MFS01,MFS02,MFS03,MFS04,MFS05,MFS06,MFS07,MFS08,MFS09,MFS10,MFS11,MFS12,MFS13,MFS14,MFS15,MFS16,MFS17,MFS18,MFS19,MFS20,MFS21,MFS25,MFS26,MFS27,MFS28,MFS29,MFS30,MFS31,MFS32,MFS33,MFS38,MFS39,MFS40,MFS41,MFS42,MFS43,MFS44,MFS22,MFS23,MFS24,MFS34,MFS35,MFS36,MFS37,MFS45,MFS46,MFS47,MFS48,MFS49,MFS50,MFS51,MFS52,MFS53,MFS54,MFS55,MFS56,MFS57,MFS58,MFS65,MFS66,MFS59,MFS60,MFS61,MFS64,MFS63,MFS67,MFS68,MFS69,MFS70,MFS71,PRF01,PRF02,PRF03,PRF04,PRF05,PRF06,PRF07,PRF15,PRF16,PRF17,PRF18,PRF19,PRF20,PRF22,PRF21,PRF23,PRF24,PRF31,PRF32,PRF33,PRF34,PRF35,PRF36,PRF37,PRF38,PRF39,PRF40,PRF41,PRF42,PRF43,PRF44,PRF45,PRF46,PRF47,OSK01,OSK02,OSK03,OSK04,OSK05,OSK06,OSK07,OSK08,OSK09,OSK10,OSK11,OSK12,OSK13,OSK14,OSK15,OSK16,OSK17,OSK18,OSK19,OSK20,OSK21,OSK22,OSK23,OSK24,OSK25,OSK26,OSK27,OSK28,OSK29,OSK30
95,PRF39,12.8,20.1,3.9,9.3,1.8,8.5,7.1,6.8,5.8,2.7,2.8,13.3,2.0,3.6,3.8,6.1,1.8,4.8,0.3,0.2,4.7,8.7,5.8,6.1,4.5,9.1,10.4,0.6,2.7,5.4,2.4,7.9,3.0,3.2,5.9,2.7,5.2,3.6,2.0,1.4,7.5,3.8,1.0,0.6,0.6,1.3,2.5,5.2,2.8,2.3,2.2,1.6,0.8,3.0,4.6,1.2,12.0,6.2,0.0,0.0,5.4,4.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.3,0.5,0.6,4.5,6.5,1.7,2.2,3.3,6.2,100.4,3.4,0.5,0.6,1.1,1.5,0.7,0.7,0.1,0.7,0.3,0.1,0.1,0.7,0.1,1.2,0.9,5.4,0.2,0.7,0.5,2.8,1.6,0.4,0.8,0.1,0.1,1.0,0.3,2.1,0.5,0.3,0.0,0.1,1.3,0.1,0.0,0.0,0.0
96,PRF40,109.5,171.3,33.2,79.0,15.5,72.3,60.5,57.8,49.4,23.2,24.1,113.6,17.5,30.3,32.3,52.3,15.0,40.5,2.4,1.9,40.4,73.7,49.5,52.0,38.5,77.6,88.6,4.8,23.2,45.6,20.8,67.0,25.5,26.8,50.4,23.2,44.0,30.5,16.7,12.1,63.9,32.2,8.3,5.2,5.1,11.5,21.2,44.6,23.7,19.5,18.9,13.5,6.9,25.3,39.3,10.0,102.2,52.4,0.0,0.0,46.3,40.9,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,18.9,4.3,1.6,3.8,8.8,29.1,33.5,2.9,4.3,11.0,3.4,855.8,59.5,28.9,46.4,25.0,8.3,11.2,1.3,2.3,0.9,0.5,0.3,2.1,0.4,3.8,2.4,14.1,0.6,1.8,1.3,7.4,4.0,1.0,1.9,0.2,0.4,2.4,0.6,5.0,1.3,0.8,0.0,0.2,2.5,0.1,0.1,0.1,0.0
97,PRF41,16.2,25.3,4.9,11.7,2.3,10.7,9.0,8.5,7.3,3.4,3.6,16.8,2.6,4.5,4.8,7.7,2.2,6.0,0.4,0.3,6.0,10.9,7.3,7.7,5.7,11.5,13.1,0.7,3.4,6.8,3.1,9.9,3.8,4.0,7.5,3.4,6.5,4.5,2.5,1.8,9.5,4.8,1.2,0.8,0.8,1.7,3.1,6.6,3.5,2.9,2.8,2.0,1.0,3.7,5.8,1.5,15.1,7.8,0.0,0.0,6.9,6.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.6,0.6,0.2,0.5,1.2,3.5,3.4,0.4,0.6,1.4,0.5,59.5,126.6,8.5,12.1,3.5,1.5,2.2,0.2,0.3,0.1,0.1,0.0,0.3,0.1,0.5,0.3,1.9,0.1,0.3,0.2,1.0,0.5,0.1,0.3,0.0,0.0,0.3,0.1,0.7,0.2,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0
98,PRF42,25.1,39.3,7.6,18.1,3.6,16.6,13.9,13.3,11.3,5.3,5.5,26.1,4.0,6.9,7.4,12.0,3.5,9.3,0.6,0.4,9.3,16.9,11.4,11.9,8.8,17.8,20.3,1.1,5.3,10.5,4.8,15.4,5.9,6.2,11.6,5.3,10.1,7.0,3.8,2.8,14.7,7.4,1.9,1.2,1.2,2.6,4.9,10.2,5.4,4.5,4.3,3.1,1.6,5.8,9.0,2.3,23.5,12.0,0.0,0.0,10.6,9.4,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.6,0.8,0.3,0.5,1.4,3.8,3.0,0.5,0.7,1.6,0.6,28.9,8.5,196.5,13.6,3.3,2.6,4.9,0.4,0.4,0.2,0.1,0.1,0.4,0.1,0.7,0.4,2.6,0.1,0.3,0.2,1.3,0.7,0.2,0.3,0.0,0.1,0.4,0.1,0.9,0.2,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0
99,PRF43,33.5,52.4,10.2,24.2,4.8,22.1,18.5,17.7,15.1,7.1,7.4,34.8,5.3,9.3,9.9,16.0,4.6,12.4,0.7,0.6,12.4,22.6,15.1,15.9,11.8,23.7,27.1,1.5,7.1,14.0,6.4,20.5,7.8,8.2,15.4,7.1,13.5,9.3,5.1,3.7,19.6,9.8,2.5,1.6,1.6,3.5,6.5,13.6,7.3,6.0,5.8,4.1,2.1,7.7,12.0,3.1,31.3,16.1,0.0,0.0,14.2,12.5,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,5.7,1.3,0.4,0.9,2.5,7.2,5.8,0.9,1.3,3.3,1.1,46.4,12.1,13.6,262.0,10.5,6.2,7.3,0.5,0.7,0.3,0.1,0.1,0.6,0.1,1.1,0.7,4.2,0.2,0.5,0.4,2.2,1.2,0.3,0.6,0.1,0.1,0.7,0.2,1.5,0.4,0.2,0.0,0.1,0.7,0.0,0.0,0.0,0.0
100,PRF44,24.6,38.5,7.4,17.7,3.5,16.2,13.6,13.0,11.1,5.2,5.4,25.5,3.9,6.8,7.2,11.7,3.4,9.1,0.5,0.4,9.1,16.6,11.1,11.7,8.6,17.4,19.9,1.1,5.2,10.2,4.7,15.0,5.7,6.0,11.3,5.2,9.9,6.8,3.8,2.7,14.3,7.2,1.9,1.2,1.1,2.6,4.8,10.0,5.3,4.4,4.2,3.0,1.5,5.7,8.8,2.2,23.0,11.8,0.0,0.0,10.4,9.2,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,1.3,0.5,1.0,2.9,10.5,8.6,1.0,1.5,5.6,1.5,25.0,3.5,3.3,10.5,192.1,3.1,2.8,0.3,0.7,0.3,0.1,0.1,0.6,0.1,1.1,0.7,4.3,0.2,0.6,0.4,2.3,1.2,0.3,0.6,0.1,0.1,0.7,0.2,1.6,0.4,0.2,0.0,0.1,0.8,0.0,0.0,0.0,0.0
101,PRF45,19.5,30.6,5.9,14.1,2.8,12.9,10.8,10.3,8.8,4.1,4.3,20.3,3.1,5.4,5.8,9.3,2.7,7.2,0.4,0.3,7.2,13.2,8.8,9.3,6.9,13.8,15.8,0.9,4.1,8.1,3.7,12.0,4.6,4.8,9.0,4.1,7.9,5.4,3.0,2.2,11.4,5.7,1.5,0.9,0.9,2.0,3.8,8.0,4.2,3.5,3.4,2.4,1.2,4.5,7.0,1.8,18.3,9.4,0.0,0.0,8.3,7.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.3,0.8,0.2,0.4,1.3,3.1,1.9,0.5,0.7,1.6,0.7,8.3,1.5,2.6,6.2,3.1,152.8,8.0,0.3,0.4,0.1,0.1,0.1,0.3,0.1,0.6,0.4,2.5,0.1,0.3,0.2,1.3,0.7,0.2,0.3,0.0,0.1,0.4,0.1,0.9,0.2,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0
102,PRF46,29.6,46.3,9.0,21.4,4.2,19.6,16.4,15.6,13.4,6.3,6.5,30.7,4.7,8.2,8.7,14.1,4.1,10.9,0.7,0.5,10.9,19.9,13.4,14.1,10.4,21.0,24.0,1.3,6.3,12.3,5.6,18.1,6.9,7.3,13.6,6.3,11.9,8.2,4.5,3.3,17.3,8.7,2.2,1.4,1.4,3.1,5.7,12.0,6.4,5.3,5.1,3.6,1.9,6.8,10.6,2.7,27.6,14.2,0.0,0.0,12.5,11.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.1,0.9,0.3,0.5,1.5,3.4,2.1,0.6,0.8,1.6,0.7,11.2,2.2,4.9,7.3,2.8,8.0,231.4,0.5,0.5,0.2,0.1,0.1,0.4,0.1,0.8,0.5,2.9,0.1,0.4,0.3,1.5,0.8,0.2,0.4,0.0,0.1,0.5,0.1,1.0,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0
103,PRF47,24.6,38.5,7.4,17.7,3.5,16.2,13.6,13.0,11.1,5.2,5.4,25.5,3.9,6.8,7.2,11.7,3.4,9.1,0.5,0.4,9.1,16.6,11.1,11.7,8.6,17.4,19.9,1.1,5.2,10.2,4.7,15.0,5.7,6.0,11.3,5.2,9.9,6.8,3.8,2.7,14.3,7.2,1.9,1.2,1.1,2.6,4.8,10.0,5.3,4.4,4.2,3.0,1.5,5.7,8.8,2.2,23.0,11.8,0.0,0.0,10.4,9.2,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.4,0.3,0.1,0.1,0.3,0.6,0.3,0.1,0.2,0.3,0.1,1.3,0.2,0.4,0.5,0.3,0.3,0.5,192.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.8,0.0,0.1,0.1,0.4,0.2,0.1,0.1,0.0,0.0,0.1,0.0,0.3,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
104,OSK01,215.0,521.8,118.3,404.4,97.8,181.4,280.1,277.8,139.0,98.9,98.2,178.8,93.5,114.2,177.5,268.7,72.8,138.2,33.7,12.4,142.7,202.7,124.8,204.4,242.0,417.0,304.2,53.8,81.0,88.1,153.0,327.4,105.3,85.5,179.1,94.4,73.6,61.2,38.3,49.3,211.3,146.1,35.6,39.0,24.5,51.1,97.6,140.0,94.8,50.9,50.5,60.0,18.6,160.6,186.6,55.4,385.0,195.4,2.9,0.0,223.2,138.9,145.2,14.2,6.2,156.9,62.7,49.1,75.9,404.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,85.3,34.0,252.5,252.0,255.5,254.3,252.3,253.3,253.4,252.6,252.1,2.3,0.3,0.4,0.7,0.7,0.4,0.5,0.1,27672.9,2082.3,368.7,26.2,305.3,86.0,4357.5,788.3,778.6,18.5,7548.9,50.6,581.6,897.5,161.5,89.3,0.1,32.4,189.9,0.9,1106.7,312.7,21.0,0.0,0.1,44.0,26.9,0.1,6.8,0.0
105,OSK02,151.9,375.7,85.6,295.1,71.7,129.7,204.0,202.5,99.8,71.9,71.3,124.7,68.3,82.8,129.7,196.1,53.1,99.9,24.9,9.1,103.2,145.4,89.2,148.3,177.3,304.7,219.9,39.7,58.6,62.2,112.3,238.7,76.5,61.6,129.6,68.5,51.5,43.3,27.3,35.8,152.5,106.4,25.9,28.6,17.8,37.2,71.1,100.9,68.8,36.4,36.2,43.7,13.3,117.7,136.0,40.5,279.0,141.6,2.1,0.0,162.7,100.3,105.6,10.6,4.6,116.7,46.6,36.5,56.4,301.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,32.9,13.1,310.0,309.8,311.1,310.7,309.9,310.3,310.3,310.0,309.8,0.9,0.1,0.2,0.3,0.3,0.1,0.2,0.0,1399.7,6865.9,90.5,0.9,370.4,54.8,183.0,377.5,273.9,0.0,1364.7,1131.4,115.3,272.3,4.8,113.7,0.0,21.7,370.1,0.0,301.8,45.5,2.2,0.0,0.0,36.2,0.0,0.0,0.0,0.0
106,OSK03,31.4,75.0,16.9,57.4,13.8,26.2,39.8,39.5,20.0,14.1,14.0,26.4,13.3,16.3,25.2,38.1,10.3,19.8,4.7,1.8,20.4,29.2,18.0,29.2,34.2,59.2,43.6,7.6,11.6,12.9,21.6,46.5,15.0,12.3,25.6,13.5,10.8,8.9,5.6,7.0,30.3,20.8,5.1,5.5,3.5,7.3,13.9,20.1,13.5,7.4,7.3,8.5,2.7,22.7,26.5,7.9,55.0,27.9,0.4,0.0,31.7,19.9,20.7,2.0,0.9,21.9,8.7,6.8,10.6,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,17.4,7.0,9.1,9.0,9.7,9.5,9.1,9.3,9.3,9.1,9.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.0,191.4,135.5,1321.2,4.4,19.3,0.2,24.3,43.6,173.8,0.2,276.9,9.3,84.8,0.3,0.6,94.8,0.0,0.1,17.1,3.2,95.7,38.6,0.0,0.0,0.2,2.2,0.0,0.0,0.4,0.0
107,OSK04,7.8,16.9,3.7,11.8,2.8,6.2,8.3,8.2,4.6,3.0,3.0,7.0,2.7,3.5,5.1,7.9,2.1,4.4,0.9,0.3,4.5,6.7,4.2,6.3,6.9,12.1,9.6,1.4,2.5,3.2,4.3,9.6,3.2,2.7,5.6,2.9,2.8,2.2,1.3,1.5,6.7,4.4,1.1,1.1,0.7,1.5,2.9,4.5,2.9,1.7,1.7,1.8,0.6,4.6,5.5,1.6,11.9,6.0,0.1,0.0,6.6,4.4,4.4,0.4,0.2,3.9,1.6,1.2,1.9,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,7.5,2.5,8.6,8.5,9.1,8.8,8.5,8.7,8.7,8.6,8.5,0.3,0.0,0.1,0.1,0.1,0.1,0.1,0.0,11.0,289.6,0.0,2984.3,499.0,0.0,1482.7,13762.7,97.9,0.0,0.0,4.0,2142.9,0.0,0.0,2.5,0.0,0.0,0.0,3.6,74.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,OSK05,111.7,264.5,59.6,201.3,48.5,92.8,139.8,138.5,70.7,49.5,49.2,94.4,46.5,57.4,88.2,133.7,36.3,69.7,16.5,6.1,71.9,103.2,63.8,102.5,119.8,207.3,153.4,26.4,40.8,45.8,75.5,163.2,52.8,43.2,90.2,47.3,38.6,31.7,19.7,24.7,106.7,73.0,17.8,19.2,12.2,25.5,48.8,70.9,47.6,26.0,25.8,30.0,9.5,79.5,93.1,27.5,193.5,98.3,1.4,0.0,111.3,70.1,72.7,6.9,3.0,76.0,30.3,23.8,36.7,196.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,44.9,15.0,229.2,228.5,232.1,230.7,228.8,229.9,230.0,229.1,228.6,2.1,0.3,0.4,0.6,0.6,0.3,0.4,0.1,937.9,293.2,18.9,21.6,10493.9,366.8,4627.7,585.9,1773.7,7.1,530.2,201.3,683.5,418.4,28.0,884.4,60.0,0.0,110.9,0.0,1159.4,183.5,81.2,0.0,5.7,25.4,0.3,0.0,0.0,0.0
109,OSK06,57.4,141.5,32.2,110.9,26.9,48.9,76.7,76.1,37.6,27.0,26.8,47.3,25.7,31.1,48.7,73.7,20.0,37.6,9.3,3.4,38.8,54.8,33.7,55.8,66.6,114.5,82.8,14.9,22.0,23.5,42.2,89.7,28.8,23.2,48.8,25.8,19.5,16.4,10.3,13.5,57.4,40.0,9.7,10.7,6.7,14.0,26.7,38.0,25.9,13.7,13.6,16.4,5.0,44.2,51.1,15.2,105.0,53.3,0.8,0.0,61.1,37.8,39.7,4.0,1.7,43.7,17.5,13.7,21.1,112.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.2,3.1,34.0,33.9,34.6,34.3,34.0,34.2,34.2,34.0,33.9,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.0,83.5,40.8,0.2,169.1,50.7,1970.1,407.9,62.2,102.5,54.0,6.7,9.7,207.9,11.9,18.9,60.2,30.0,89.0,79.2,211.6,48.1,12.4,0.3,0.0,0.0,20.7,0.0,1.0,0.0,0.0
110,OSK07,84.4,180.7,39.5,126.3,29.6,66.1,88.9,87.6,49.1,31.8,31.9,76.0,29.0,37.7,54.8,83.8,22.9,46.6,9.4,3.7,47.7,72.0,45.4,66.9,73.3,129.2,102.5,15.3,27.1,34.8,45.4,103.0,34.1,29.3,59.9,30.7,30.6,23.9,14.3,16.0,71.8,46.6,11.5,11.5,7.7,16.3,31.1,48.1,30.9,18.4,18.1,19.2,6.6,48.6,59.0,17.1,127.1,64.7,0.8,0.0,70.4,46.9,46.7,3.7,1.6,41.1,16.4,12.9,19.9,106.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,82.8,27.7,152.6,151.5,158.1,155.4,152.0,154.0,154.1,152.4,151.6,3.8,0.5,0.7,1.1,1.1,0.6,0.8,0.2,1413.0,136.1,1301.6,291.3,2606.0,1623.1,8602.9,210.1,387.3,42.4,93.9,85.0,307.3,19.1,143.0,44.6,1.1,267.6,155.9,223.1,237.0,49.0,1.0,0.0,0.0,28.7,1.5,0.0,0.0,0.0
111,OSK08,350.4,866.7,197.5,680.9,165.4,299.1,470.7,467.2,230.2,165.8,164.5,287.5,157.6,190.9,299.4,452.4,122.5,230.4,57.4,21.0,238.2,335.3,205.9,342.1,409.0,703.0,507.2,91.5,135.1,143.5,259.3,550.7,176.4,142.2,299.0,158.1,118.7,99.9,62.9,82.7,351.8,245.4,59.7,66.0,41.2,85.8,164.0,232.8,158.8,84.0,83.5,100.7,30.7,271.5,313.8,93.5,643.6,326.7,5.0,0.1,375.4,231.5,243.6,24.5,10.6,269.5,107.6,84.3,130.3,695.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,32.3,12.2,721.9,721.3,726.3,723.9,721.6,723.9,723.6,722.0,721.5,2.4,0.3,0.4,0.7,0.7,0.4,0.5,0.1,381.1,1555.0,18.0,82.6,695.2,133.7,745.9,17089.3,17606.9,401.0,2821.1,795.8,19668.0,791.4,582.8,708.4,8.6,35.2,286.2,2.9,1464.1,680.3,109.0,0.0,0.7,185.2,0.8,0.0,3.7,0.7
112,OSK09,351.4,776.5,171.5,558.3,132.2,280.3,391.4,386.4,209.8,139.6,139.6,310.5,128.4,164.1,243.1,370.7,101.2,201.7,43.1,16.7,207.1,307.4,192.6,292.0,327.0,572.6,443.6,69.6,117.8,144.6,203.9,454.4,149.4,126.2,259.8,134.2,125.4,99.5,60.4,70.1,309.9,204.6,50.3,51.8,34.0,71.8,136.5,207.2,135.1,78.0,77.0,84.3,28.3,216.8,259.9,75.8,553.3,281.3,3.5,0.1,310.3,202.8,204.9,17.4,7.5,191.8,76.6,60.0,92.7,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,190.9,72.3,1087.6,1083.8,1113.6,1099.3,1085.9,1099.3,1097.4,1088.3,1085.2,14.1,1.9,2.6,4.2,4.3,2.5,2.9,0.8,503.2,769.8,157.4,52.0,21194.6,294.8,14892.9,19646.2,45962.1,941.7,1837.6,1536.1,9855.4,1053.3,423.5,736.1,32.2,55.8,1016.6,151.9,1406.6,954.1,551.8,1.1,19.6,779.8,56.7,20.4,64.5,0.0
113,OSK10,23.5,54.7,12.3,41.0,9.8,19.3,28.6,28.3,14.7,10.1,10.1,20.1,9.5,11.8,18.0,27.3,7.4,14.4,3.3,1.2,14.8,21.4,13.3,21.0,24.3,42.2,31.6,5.3,8.4,9.7,15.3,33.3,10.8,8.9,18.6,9.7,8.2,6.7,4.1,5.1,22.0,14.9,3.6,3.9,2.5,5.2,10.0,14.6,9.8,5.4,5.4,6.1,2.0,16.1,19.0,5.6,39.7,20.2,0.3,0.0,22.7,14.4,14.9,1.4,0.6,15.2,6.1,4.7,7.3,39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,8.1,3.1,148.0,147.8,149.1,148.4,147.9,148.4,148.4,148.0,147.8,0.6,0.1,0.1,0.2,0.2,0.1,0.1,0.0,100.4,59.6,15.3,0.0,146.5,0.0,17.4,356.0,642.2,1095.4,432.0,151.4,1531.2,46.1,83.6,108.6,0.0,0.0,44.3,0.2,183.4,47.5,10.7,0.0,29.2,1.2,0.5,0.0,0.0,0.0
114,OSK11,96.4,229.2,51.7,174.9,42.1,80.3,121.5,120.4,61.2,43.0,42.7,81.3,40.4,49.8,76.7,116.2,31.5,60.5,14.4,5.3,62.4,89.4,55.3,89.0,104.2,180.2,133.1,23.0,35.4,39.5,65.7,141.8,45.8,37.5,78.3,41.1,33.3,27.4,17.0,21.5,92.5,63.4,15.5,16.7,10.6,22.2,42.3,61.4,41.3,22.5,22.3,26.0,8.2,69.2,80.9,23.9,167.9,85.3,1.2,0.0,96.7,60.8,63.1,6.0,2.6,66.3,26.5,20.7,32.1,171.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,24.7,9.3,256.2,255.8,259.6,257.8,256.0,257.8,257.5,256.3,255.9,1.8,0.3,0.3,0.5,0.6,0.3,0.4,0.1,385.3,416.9,31.1,2.3,268.7,71.9,195.3,614.6,2322.6,180.6,8319.8,3018.0,8427.7,137.5,153.3,1650.1,4.6,19.1,925.8,55.9,12583.0,400.0,60.8,0.0,0.0,582.1,28.1,0.0,7.0,1.5
115,OSK12,321.9,803.3,183.4,635.1,154.5,276.3,438.6,435.5,213.1,154.4,153.1,262.4,147.1,177.5,279.4,422.0,114.2,213.9,53.9,19.6,221.2,310.3,190.2,318.1,382.1,656.0,470.9,85.8,125.4,131.7,242.5,513.4,164.2,131.9,277.8,147.1,108.5,91.8,58.0,76.9,326.5,228.6,55.6,61.8,38.4,79.9,152.8,215.9,147.8,77.7,77.2,93.8,28.4,253.6,292.4,87.2,598.3,303.6,4.7,0.1,349.9,214.9,226.8,23.0,10.0,253.6,101.3,79.3,122.6,654.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,17.5,6.6,650.2,649.8,652.5,651.2,650.0,651.2,651.1,650.2,649.9,1.3,0.2,0.2,0.4,0.4,0.2,0.3,0.1,1611.6,684.7,192.0,28.0,2000.9,72.0,213.0,1145.5,5564.2,688.0,3208.7,11314.6,11825.6,1179.8,323.3,1185.2,438.6,63.7,1073.7,37.5,1212.3,564.7,284.8,0.0,49.4,972.0,232.2,3.5,66.2,284.3
116,OSK13,586.1,1422.5,322.5,1102.3,266.7,494.5,763.6,757.4,378.9,269.5,267.7,487.4,254.9,311.3,484.0,732.4,198.5,376.8,91.8,33.9,389.0,552.4,340.2,557.1,659.7,1137.0,829.3,146.5,220.7,240.2,417.2,892.4,287.0,233.0,488.4,257.3,200.4,166.9,104.5,134.5,575.8,398.3,97.1,106.2,66.7,139.3,266.1,381.7,258.5,138.7,137.7,163.6,50.7,437.8,508.7,151.0,1049.5,532.8,7.9,0.1,608.4,378.6,395.8,38.8,16.8,427.7,170.8,133.7,206.8,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,100.6,38.1,1708.0,1706.0,1721.7,1714.2,1707.1,1714.2,1713.2,1708.4,1706.7,7.4,1.0,1.3,2.2,2.3,1.3,1.5,0.4,4302.3,1776.0,272.2,36.4,2345.2,141.6,6912.0,6698.7,14403.3,1279.7,6598.4,8956.9,85030.3,8162.5,2460.2,2867.5,20.9,554.8,2244.5,31.8,3142.3,2823.6,1083.6,0.0,295.4,1634.4,3.2,0.1,0.5,3.5
117,OSK14,173.1,408.9,92.0,310.4,74.7,143.6,215.7,213.7,109.4,76.4,76.0,146.7,71.7,88.6,136.0,206.2,56.0,107.7,25.4,9.5,111.1,159.6,98.8,158.3,184.7,319.7,237.0,40.6,63.0,71.0,116.4,251.7,81.4,66.8,139.4,73.0,60.0,49.2,30.5,38.2,164.9,112.6,27.5,29.6,18.8,39.4,75.2,109.5,73.4,40.2,39.8,46.3,14.7,122.5,143.6,42.4,298.8,151.7,2.1,0.0,171.6,108.2,112.1,10.6,4.6,116.8,46.6,36.5,56.5,301.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,36.8,11.9,425.7,424.3,435.5,429.0,424.9,430.1,429.6,425.7,424.7,4.0,0.5,0.7,1.2,1.2,0.7,0.8,0.2,848.4,676.4,164.5,1.0,139.4,8.0,233.4,2877.9,1459.5,124.8,461.7,570.5,25892.8,11786.0,1617.1,270.7,51.0,28.0,573.0,1.3,4379.2,143.7,99.1,0.0,0.9,185.8,0.0,0.0,0.7,0.0
118,OSK15,34.7,80.4,18.0,60.1,14.4,28.5,41.8,41.4,21.6,14.8,14.8,29.8,13.9,17.3,26.3,39.9,10.9,21.1,4.8,1.8,21.7,31.5,19.6,30.9,35.6,61.8,46.4,7.7,12.3,14.3,22.4,48.8,15.8,13.1,27.3,14.2,12.2,9.9,6.1,7.4,32.3,21.9,5.3,5.7,3.6,7.7,14.6,21.5,14.3,8.0,7.9,9.0,2.9,23.6,27.8,8.2,58.3,29.6,0.4,0.0,33.3,21.2,21.8,2.0,0.9,22.0,8.8,6.9,10.7,56.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,9.5,3.1,70.3,69.9,72.8,71.1,70.1,71.4,71.3,70.3,70.0,1.0,0.1,0.2,0.3,0.3,0.2,0.2,0.1,126.1,294.8,1.0,0.0,214.6,44.5,68.5,12262.1,340.5,14.3,655.9,85.5,785.0,1358.3,2642.0,98.7,0.0,33.3,521.3,30.3,1389.8,69.6,14.8,0.0,0.0,44.0,0.0,0.0,0.0,0.0
